1,2
2,2
3,2
4,2
5,4
6,4
7,6
8,19
9,27
10,34
11,34
12,69
13,96
14,117
15,134
16,172
17,227
18,311
19,369
20,450
21,514
22,579
23,686
24,790
25,893
26,1046
27,1155
28,1285
29,1414
30,1528
31,1677
32,1790
33,1986
34,2092
35,2273
36,2491
37,2738
38,2956
39,3293
40,3512
41,3842
42,4241
43,4557
44,4839
45,5136
46,5516
47,5923
48,6248
49,6575
50,6760
51,7135
52,7418
53,7775
54,8211
55,8607
56,8882
57,9096
58,9511
59,9771
60,10118
61,10551
62,10843
63,11192
64,11587
65,12071
66,12438
67,12776
68,13112
69,13645
70,14032
71,14265
72,14749
73,15438
74,16006
75,16496
76,17025
77,17514
78,18010
79,18496
80,19189
81,20162
82,20796
83,21745
84,22271
85,22750
86,23165
87,23851
88,24538
89,25216
90,25773
91,26473
92,26940
93,27549
94,28233
95,28818
96,29521
97,30514
98,31186
99,32033
100,33076
101,34316
102,35295
103,36406
104,37420
105,38277
106,39294
107,40400
108,41431
109,42762
110,43803
111,45029
112,45891
113,46845
114,47896
115,49009
116,50187
117,51427
118,52812
119,54010
120,55092
121,56385
122,57770
123,59394
124,60695
125,62142
126,63749
127,64958
128,66226
129,68079
130,70736
131,72347
132,74018
133,75699
134,76981
135,78572
136,80094
137,81668
138,83130
139,84882
140,86521
141,88214
142,89869
143,91751
144,93657
145,95418
146,97286
147,98778
148,100303
149,102051
150,104432
151,106336
152,108376
153,109936
154,111455
155,113134
156,115056
157,116871
158,118753
159,121226
160,123503
161,125396
162,127083
163,128776
164,130718
165,132816
166,135123
167,137468
168,139549
169,141370
170,143043
171,144945
172,147211
173,149408
174,151498
175,153535
176,155412
177,157859
178,160165
179,162884
180,165887
181,169195
182,172053
183,174796
184,177571
185,180646
186,184268
187,187537
188,190665
189,194109
190,196989
191,200035
192,203342
193,207203
194,210940
195,214746
196,218382
197,221523
198,225030
199,228993
200,232628
201,236519
202,240687
203,244676
204,248852
205,252923
206,257388
207,262022
208,266845
209,271339
210,275213
211,278722
212,282724
213,287008
214,291182
215,295499
216,299506
217,303498
218,307120
219,311176
220,315714
221,320564
222,324658
223,328952
224,333449
225,336716
226,340622
227,344749
228,349160
229,353461
230,357762
231,361867
232,365240
233,368842
234,373109
235,377541
236,381910
237,385980
238,389712
239,392934
240,396454
241,400483
242,404048
243,406945
244,410088
245,412784
246,415402
247,418375
248,421731
249,425796
250,429574
251,433836
252,437716
253,440569
254,444348
255,448118
256,452291
257,457735
258,463007
259,467113
260,470648
261,474455
262,478720
263,483518
264,488310
265,493308
266,497668
267,502110
268,506302
269,511836
270,516753
271,522581
272,527999
273,534266
274,538883
275,543975
276,549508
277,557877
278,563680
279,569707
280,575796
281,581550
282,586842
283,592900
284,598933
285,605243
286,611631
287,617820
288,623309
289,629429
290,636154
291,643508
292,650197
293,657948
294,664930
295,671778
296,678125
297,685639
298,692838
299,700097
300,706837
301,713365
302,719219
303,727122
304,735124
305,743198
306,751270
307,758473
308,765350
309,772103
310,779548
311,788402
312,797723
313,808340
314,818386
315,828026
316,836718
317,846765
318,858043
319,869600
320,882418
321,896642
322,907929
323,917015
324,927380
325,939948
326,951651
327,965283
328,977474
329,989262
330,999256
331,1012350
332,1024298
333,1037993
334,1051795
335,1066313
336,1078314
337,1089308
338,1099687
339,1111671
340,1123105
341,1134854
342,1147010
343,1157837
344,1166079
345,1174779
346,1183555
347,1191990
348,1201859
349,1210703
350,1217468
351,1223930
352,1233959
353,1243646
354,1252685
355,1263299
356,1271353
357,1278653
358,1288833
359,1298608
360,1306141
361,1314634
362,1322866
363,1329074
364,1334634
365,1341314
366,1347026
367,1353834
368,1361098
369,1368069
370,1373836
371,1379662
372,1386556
373,1392945
374,1398578
375,1403722
376,1410134
377,1414741
378,1419455
379,1425044
380,1430458
381,1437283
382,1443853
383,1450132
384,1455788
385,1460184
386,1465928
387,1471225
388,1476452
389,1482559
390,1487541
391,1492002
392,1496085
393,1501093
394,1505775
395,1511712
396,1517854
397,1523179
398,1527524
399,1534255
400,1537967
401,1542516
402,1547376
403,1552880
404,1558145
405,1562868
406,1566995
407,1571824
408,1577526
409,1583182
410,1589359
411,1594722
412,1599763
413,1604348
414,1609300
415,1614849
416,1620569
417,1626812
418,1632248
419,1636792
420,1641194
421,1647138
422,1651794
423,1657035
424,1662868
